# bigram	count	reason	w0_pos	w1_pos
due probably	3	w0_ambiguous	{Adj, Adv, Verb, Noun}	{Adv}
cash said	3	both_ambiguous	{Verb, Noun}	{Verb, Adj}
quick sob	3	both_ambiguous	{Adj, Adv, Noun, Verb}	{Verb, Noun}
opposing bank	3	both_ambiguous	{Verb, Noun}	{Noun, Verb}
slight bend	3	both_ambiguous	{Noun, Adv, Adj, Verb}	{Noun, Verb}
worth getting	3	both_ambiguous	{Verb, Adj}	{Verb, Noun}
purple blot	3	both_ambiguous	{Adj, Verb, Noun}	{Verb, Noun}
short bit	3	both_ambiguous	{Verb, Adv, Noun, Adj}	{Adj, Verb}
slight girlish	3	w0_ambiguous	{Noun, Adv, Adj, Verb}	{Adj}
long expensive	3	w0_ambiguous	{Adv, Adj, Noun, Prep}	{Adj}
new mould	3	both_ambiguous	{Adj, Adv, Verb}	{Verb, Noun}
right yonder	3	both_ambiguous	{Adv, Adj, Verb}	{Adv, Adj}
likewise right	3	w1_ambiguous	{Noun}	{Adv, Adj, Verb}
returned looking	3	both_ambiguous	{Verb, Adj}	{Noun, Adj, Verb}
temper naturally	3	w0_ambiguous	{Verb, Noun}	{Adv}
romantic influence	3	w1_ambiguous	{Adj}	{Verb, Noun}
about nightfall	3	w0_ambiguous	{Adv, Prep}	{Noun}
own elevation	3	w0_ambiguous	{Verb, Adj}	{Noun}
speed mania	3	w0_ambiguous	{Noun, Verb}	{Noun}
dead dwell	3	w0_ambiguous	{Verb, Adj, Adv, Noun}	{Verb}
down accurately	3	w0_ambiguous	{Noun, Adj, Prep, Verb, Adv}	{Adv}
spiritual activity	3	w0_ambiguous	{Noun, Adj}	{Noun}
only shine	3	both_ambiguous	{Adj, Prep}	{Verb, Noun}
learning just	3	both_ambiguous	{Noun, Verb}	{Adv, Verb, Adj, Noun}
baled hay	3	both_ambiguous	{Adj, Verb}	{Verb, Noun}
gone good	3	both_ambiguous	{Adj, Verb}	{Noun, Adv, Verb, Adj}
would cherish	3	w0_ambiguous	{Adj, Verb, Noun}	{Verb}
especially recommended	3	w1_ambiguous	{Adv}	{Verb, Adj}
six mortal	3	both_ambiguous	{Adj, Noun}	{Noun, Adj}
again surprised	3	both_ambiguous	{Adv, Prep}	{Adj, Verb}
then cost	3	both_ambiguous	{Adv, Prep}	{Adj, Verb, Noun}
case well	3	both_ambiguous	{Verb, Noun}	{Verb, Adj}
held even	3	both_ambiguous	{Adj, Verb}	{Noun, Verb, Adj}
happen just	3	w1_ambiguous	{Verb}	{Adv, Verb, Adj, Noun}
leaving other	3	both_ambiguous	{Verb, Noun}	{Adv, Prep}
therefore summoned	3	w1_ambiguous	{Adv}	{Adj, Verb}
british defeat	3	w0_ambiguous	{Adj, Noun}	{Verb}
soon hidden	3	both_ambiguous	{Adv, Adj}	{Verb, Adj}
list may	3	both_ambiguous	{Noun, Verb}	{Verb, Noun}
witty little	3	w1_ambiguous	{Noun}	{Adj, Noun, Adv}
identity said	3	w1_ambiguous	{Noun}	{Verb, Adj}
another bag	3	w0_missing	NONE	{Noun, Verb}
dance o	3	w1_ambiguous	{Verb}	{Noun, Adj}
patient enough	3	both_ambiguous	{Verb, Adj, Noun}	{Noun, Adj, Adv}
paused significantly	3	w0_ambiguous	{Verb, Adj}	{Adv}
spoken aloud	3	w0_ambiguous	{Adj, Verb}	{Adv}
shone very	3	both_ambiguous	{Adj, Verb}	{Verb, Adv}
enemy leaving	3	both_ambiguous	{Noun, Adj}	{Verb, Noun}
thick wooden	3	w0_ambiguous	{Adj, Adv, Verb, Noun}	{Adj}
homely meal	3	both_ambiguous	{Noun, Adv}	{Noun, Verb}
whirling axe	3	w0_ambiguous	{Noun, Verb}	{Noun}
cry ah	3	w1_missing	{Verb}	NONE
slow course	3	both_ambiguous	{Adj, Verb, Adv, Noun}	{Noun, Verb}
taken bodily	3	w0_missing	NONE	{Adv, Adj}
bow thy	3	w1_missing	{Verb, Noun}	NONE
thoroughly broken	3	w1_ambiguous	{Adv}	{Verb, Adj}
would despair	3	both_ambiguous	{Adj, Verb, Noun}	{Verb, Noun}
egg boiled	3	both_ambiguous	{Noun, Verb}	{Verb, Adj}
like falling	3	both_ambiguous	{Verb, Noun, Adj}	{Noun, Verb, Adj}
conclusion should	3	w1_ambiguous	{Noun}	{Adj, Verb}
again mounted	3	both_ambiguous	{Adv, Prep}	{Verb, Adj}
himself independent	3	w0_missing	NONE	{Adj, Noun}
ammunition train	3	w0_ambiguous	{Verb, Noun}	{Verb}
new vessel	3	both_ambiguous	{Adj, Adv, Verb}	{Verb, Noun}
sanguinary fighting	3	w1_ambiguous	{Adj}	{Noun, Verb, Adj}
lord led	3	both_ambiguous	{Noun, Verb}	{Verb, Adj}
rolled upward	3	both_ambiguous	{Verb, Adj}	{Adv, Adj, Noun}
groped out	3	both_ambiguous	{Adj, Verb}	{Verb, Noun, Adj}
rank themselves	3	w1_missing	{Verb, Adv, Adj, Noun}	NONE
boss read	3	both_ambiguous	{Noun, Verb}	{Noun, Adj, Verb}
subtle soft	3	w1_ambiguous	{Adj}	{Adj, Adv, Noun}
plenary indulgence	3	both_ambiguous	{Noun, Adj}	{Verb, Noun}
picturesque part	3	w1_ambiguous	{Adj}	{Noun, Verb, Adv}
abundance will	3	w1_ambiguous	{Noun}	{Adv, Noun, Verb}
painted stone	3	w0_ambiguous	{Adj, Verb}	{Noun}
barring out	3	both_ambiguous	{Verb, Noun}	{Verb, Noun, Adj}
proper diet	3	both_ambiguous	{Adv, Adj}	{Noun, Verb}
often want	3	w0_ambiguous	{Adv, Adj}	{Verb}
wound here	3	both_ambiguous	{Verb, Adj, Noun}	{Adv, Noun}
mind centered	3	both_ambiguous	{Noun, Verb}	{Verb, Adj}
enlarged scale	3	both_ambiguous	{Adj, Verb}	{Noun, Verb}
orange glow	3	both_ambiguous	{Adj, Noun}	{Noun, Verb}
burning said	3	both_ambiguous	{Noun, Verb, Adj}	{Verb, Adj}
enemy said	3	both_ambiguous	{Noun, Adj}	{Verb, Adj}
silken scarfs	3	w0_ambiguous	{Verb, Adj}	{Noun}
mire leaving	3	both_ambiguous	{Noun, Verb}	{Verb, Noun}
mad dance	3	w0_ambiguous	{Verb, Noun, Adj}	{Verb}
beard though	3	both_ambiguous	{Verb, Noun}	{Adv, Prep}
shining pair	3	both_ambiguous	{Verb, Noun, Adj}	{Verb, Noun}
began cutting	3	both_ambiguous	{Adj, Verb}	{Verb, Noun, Adj}
will experience	3	w0_ambiguous	{Adv, Noun, Verb}	{Noun}
particular sect	3	w0_ambiguous	{Noun, Adj}	{Noun}
burst within	3	both_ambiguous	{Noun, Verb, Adj}	{Prep, Adv}
average power	3	w0_ambiguous	{Adj, Noun, Verb}	{Noun}
gloom would	3	both_ambiguous	{Verb, Noun}	{Adj, Verb, Noun}
steal off	3	both_ambiguous	{Verb, Noun}	{Adj, Prep, Noun, Adv}
distance looking	3	both_ambiguous	{Noun, Verb}	{Noun, Adj, Verb}
mortal danger	3	both_ambiguous	{Noun, Adj}	{Verb, Noun}
hellespont where	3	w1_ambiguous	{Noun}	{Noun, Adv, Prep}
dark leaves	3	w0_ambiguous	{Adj, Noun, Verb}	{Noun}
many hypotheses	3	w0_ambiguous	{Noun, Adj}	{Noun}
other vegetation	3	w0_ambiguous	{Adv, Prep}	{Noun}
rug over	3	both_ambiguous	{Verb, Adj}	{Adj, Prep, Noun, Adv}
low reverence	3	both_ambiguous	{Adv, Adj, Noun, Verb}	{Noun, Verb}
after fruitless	3	w0_ambiguous	{Adj, Prep, Adv}	{Adj}
walked several	3	both_ambiguous	{Adj, Verb}	{Noun, Adv, Adj}
eat dog	3	w1_ambiguous	{Verb}	{Noun, Verb}
once delighted	3	w1_ambiguous	{Adv}	{Adj, Verb}
long operation	3	w0_ambiguous	{Adv, Adj, Noun, Prep}	{Noun}
only freedom	3	w0_ambiguous	{Adj, Prep}	{Noun}
crossed another	3	w1_missing	{Adj, Verb}	NONE
occupied either	3	w1_missing	{Adj, Verb}	NONE
persian right	3	both_ambiguous	{Noun, Adj}	{Adv, Adj, Verb}
former instance	3	both_ambiguous	{Adj, Noun}	{Verb, Noun}
murmured midshipman	3	w0_ambiguous	{Verb, Adj}	{Noun}
light directly	3	w0_ambiguous	{Noun, Adj, Verb, Adv}	{Adv}
imperial presence	3	w0_ambiguous	{Adj, Noun}	{Noun}
monk stood	3	w1_ambiguous	{Noun}	{Adj, Verb}
time ladies	3	w0_ambiguous	{Verb, Noun}	{Noun}
entered carrying	3	both_ambiguous	{Adj, Verb}	{Verb, Noun}
lolling out	3	both_ambiguous	{Noun, Verb}	{Verb, Noun, Adj}
must crouch	3	w0_ambiguous	{Verb, Noun}	{Verb}
slow ones	3	w0_ambiguous	{Adj, Verb, Adv, Noun}	{Adv}
pleasing variety	3	w0_ambiguous	{Noun, Adj, Verb}	{Noun}
fork should	3	both_ambiguous	{Verb, Noun}	{Adj, Verb}
entrance seemed	3	both_ambiguous	{Noun, Verb}	{Adj, Verb}
very subdued	3	both_ambiguous	{Verb, Adv}	{Verb, Adj}
tone like	3	both_ambiguous	{Verb, Noun}	{Verb, Noun, Adj}
gain still	3	both_ambiguous	{Noun, Adj, Verb}	{Verb, Noun, Adj, Adv}
purse up	3	both_ambiguous	{Verb, Noun}	{Adv, Prep, Noun, Adj}
through disobedience	3	w0_ambiguous	{Adv, Adj, Prep}	{Noun}
last speaking	3	both_ambiguous	{Adj, Noun, Verb}	{Verb, Adj, Noun}
best route	3	w0_ambiguous	{Noun, Adj, Verb}	{Noun}
morocco there	3	w1_missing	{Noun}	NONE
silver ring	3	both_ambiguous	{Verb, Adj, Noun}	{Verb, Noun}
drink since	3	both_ambiguous	{Verb, Noun}	{Prep, Adv}
virgin goddess	3	w0_ambiguous	{Adj, Noun, Verb}	{Noun}
old chestnut	3	both_ambiguous	{Noun, Adj}	{Adj, Noun}
startled surprise	3	w0_ambiguous	{Adj, Verb}	{Noun}
o foul	3	both_ambiguous	{Noun, Adj}	{Adj, Noun, Verb}
true brotherhood	3	w0_ambiguous	{Adv, Noun}	{Noun}
face shaded	3	both_ambiguous	{Verb, Noun}	{Verb, Adj}
companion passed	3	both_ambiguous	{Noun, Verb}	{Adj, Verb}
considered generally	3	w0_ambiguous	{Verb, Adj}	{Adv}
wretched criminal	3	w1_ambiguous	{Adj}	{Noun, Adj}
thine still	3	w0_missing	NONE	{Verb, Noun, Adj, Adv}
moth eaten	3	w1_ambiguous	{Noun}	{Adj, Verb}
devouring time	3	both_ambiguous	{Noun, Verb}	{Verb, Noun}
female chastity	3	w0_ambiguous	{Noun, Adj}	{Noun}
through increase	3	w0_ambiguous	{Adv, Adj, Prep}	{Verb}
families out	3	w1_ambiguous	{Noun}	{Verb, Noun, Adj}
thy fearful	3	w0_missing	NONE	{Adj}
college case	3	w1_ambiguous	{Noun}	{Verb, Noun}
finally sold	3	w1_ambiguous	{Adv}	{Noun, Verb, Adj}
independence while	3	w1_ambiguous	{Noun}	{Verb, Noun, Prep}
disclosed itself	3	w1_missing	{Verb, Adj}	NONE
cry content	3	w1_ambiguous	{Verb}	{Adj, Noun}
better regulated	3	both_ambiguous	{Noun, Adj, Verb}	{Adj, Verb}
central column	3	w0_ambiguous	{Adj, Noun}	{Noun}
channel though	3	both_ambiguous	{Noun, Verb}	{Adv, Prep}
universal faith	3	w0_ambiguous	{Adj, Noun}	{Noun}
much refinement	3	w0_ambiguous	{Adj, Noun}	{Noun}
still clasped	3	both_ambiguous	{Verb, Noun, Adj, Adv}	{Verb, Adj}
still affected	3	both_ambiguous	{Verb, Noun, Adj, Adv}	{Verb, Adj}
regiment charged	3	both_ambiguous	{Verb, Noun}	{Verb, Adj}
everywhere over	3	w1_ambiguous	{Adv}	{Adj, Prep, Noun, Adv}
loped away	3	w0_ambiguous	{Adj, Verb}	{Adv}
before navigation	3	w0_ambiguous	{Prep, Adv}	{Noun}
tartan dress	3	w1_ambiguous	{Noun}	{Noun, Verb}
striking peculiarity	3	w0_ambiguous	{Noun, Verb, Adj}	{Noun}
utmost fury	3	w0_ambiguous	{Noun, Adj}	{Noun}
merry sir	3	w0_ambiguous	{Noun, Adj}	{Noun}
some island	3	w1_ambiguous	{Adj}	{Verb, Noun}
persecution must	3	w1_ambiguous	{Noun}	{Verb, Noun}
little extravagant	3	both_ambiguous	{Adj, Noun, Adv}	{Noun, Adj}
then announced	3	both_ambiguous	{Adv, Prep}	{Verb, Adj}
may vent	3	both_ambiguous	{Verb, Noun}	{Verb, Noun}
rueful knight	3	w1_ambiguous	{Adj}	{Verb, Noun}
smooth oily	3	w0_ambiguous	{Noun, Verb, Adv, Adj}	{Adj}
difficulties more	3	w1_ambiguous	{Noun}	{Verb, Noun, Adj, Adv}
meeting called	3	both_ambiguous	{Verb, Noun}	{Adj, Verb}
king preserved	3	both_ambiguous	{Noun, Verb}	{Adj, Verb}
shall harm	3	w0_missing	NONE	{Noun}
decision must	3	w1_ambiguous	{Noun}	{Verb, Noun}
th board	3	w0_missing	NONE	{Verb, Noun}
also reflected	3	w0_missing	NONE	{Verb, Adj}
violent headache	3	w0_ambiguous	{Noun, Adj, Verb}	{Noun}
travelled fifty	3	w0_missing	NONE	{Adj, Noun}
brother beloved	3	both_ambiguous	{Noun, Verb}	{Noun, Verb, Adj}
independent mind	3	both_ambiguous	{Adj, Noun}	{Noun, Verb}
first priest	3	both_ambiguous	{Adv, Noun, Adj}	{Verb, Noun}
court ladies	3	w0_ambiguous	{Noun, Verb}	{Noun}
commonly shown	3	w1_ambiguous	{Adv}	{Adj, Verb}
inward working	3	both_ambiguous	{Adj, Noun}	{Verb, Noun}
pa could	3	w1_ambiguous	{Noun}	{Adj, Verb}
take repose	3	w0_ambiguous	{Verb, Noun, Adj}	{Verb}
last spoonful	3	w0_ambiguous	{Adj, Noun, Verb}	{Noun}
else here	3	w0_missing	NONE	{Adv, Noun}
just aching	3	both_ambiguous	{Adv, Verb, Adj, Noun}	{Verb, Adj, Noun}
some impulsive	3	w1_ambiguous	{Adj}	{Noun, Adj}
tribute collected	3	both_ambiguous	{Noun, Verb}	{Verb, Adj}
literary field	3	w1_ambiguous	{Adj}	{Verb, Noun}
romantic figure	3	w1_ambiguous	{Adj}	{Verb, Noun}
nightfall came	3	w1_ambiguous	{Noun}	{Verb, Noun, Adj}
frequently fallen	3	w1_ambiguous	{Adv}	{Adj, Verb}
never detect	3	w1_ambiguous	{Adv}	{Adj, Verb}
above tier	3	both_ambiguous	{Prep, Adv}	{Verb, Noun}
boatswain gave	3	w1_ambiguous	{Noun}	{Verb, Adj}
testimony after	3	both_ambiguous	{Noun, Verb}	{Adj, Prep, Adv}
deal plainly	3	w0_ambiguous	{Verb, Noun}	{Adv}
new areas	3	w0_ambiguous	{Adj, Adv, Verb}	{Noun}
soldier spoke	3	both_ambiguous	{Noun, Verb}	{Adj, Verb, Noun}
strong republican	3	w1_ambiguous	{Adj}	{Adj, Noun}
smote also	3	w1_missing	{Verb, Adj}	NONE
opposite intent	3	both_ambiguous	{Noun, Adj}	{Adj, Noun}
turning themselves	3	w1_missing	{Noun, Verb}	NONE
sauce french	3	both_ambiguous	{Noun, Verb}	{Adj, Noun}
rugged range	3	w1_ambiguous	{Noun}	{Verb, Noun}
turkish retreat	3	both_ambiguous	{Noun, Adj}	{Verb, Noun}
too inquisitive	3	w1_ambiguous	{Adv}	{Adj, Noun}
push through	3	both_ambiguous	{Verb, Noun}	{Adv, Adj, Prep}
creature beside	3	w1_ambiguous	{Noun}	{Noun, Adv}
prevailing tendency	3	w0_ambiguous	{Verb, Noun, Adj}	{Noun}
selling out	3	both_ambiguous	{Verb, Noun}	{Verb, Noun, Adj}
before allowing	3	both_ambiguous	{Prep, Adv}	{Noun, Verb}
gray army	3	w0_ambiguous	{Noun, Adj}	{Noun}
may welcome	3	both_ambiguous	{Verb, Noun}	{Noun, Verb}
up dripping	3	both_ambiguous	{Adv, Prep, Noun, Adj}	{Verb, Noun}
hit straight	3	both_ambiguous	{Noun, Verb, Adj}	{Adj, Adv, Noun, Verb}
yourself mighty	3	w0_missing	NONE	{Adv, Noun}
confessed myself	3	w1_missing	{Adj, Verb}	NONE
sea lying	3	w1_ambiguous	{Noun}	{Noun, Verb}
soup fish	3	both_ambiguous	{Noun, Verb}	{Verb, Noun}
first characteristic	3	both_ambiguous	{Adv, Noun, Adj}	{Noun, Adj}
joy befall	3	w0_ambiguous	{Verb, Noun}	{Verb}
flies thy	3	w1_missing	{Noun}	NONE
passenger must	3	w1_ambiguous	{Noun}	{Verb, Noun}
narrow deck	3	w0_ambiguous	{Verb, Noun, Adj}	{Verb}
casement shade	3	w1_ambiguous	{Noun}	{Verb, Noun}
one blessing	3	both_ambiguous	{Noun, Verb, Adj}	{Noun, Verb}
ramshackle old	3	both_ambiguous	{Adj, Verb}	{Noun, Adj}
pale flame	3	both_ambiguous	{Noun, Verb}	{Verb, Noun}
whispered tell	3	both_ambiguous	{Verb, Adj}	{Verb, Noun}
nought about	3	w0_missing	NONE	{Adv, Prep}
date seem	3	both_ambiguous	{Noun, Verb}	{Verb, Adj}
expressed hope	3	both_ambiguous	{Adj, Verb}	{Noun, Verb}
blood drawn	3	both_ambiguous	{Noun, Verb}	{Verb, Adj}
first tendency	3	w0_ambiguous	{Adv, Noun, Adj}	{Noun}
then kindly	3	both_ambiguous	{Adv, Prep}	{Noun, Adv}
main duct	3	w0_ambiguous	{Adj, Verb, Noun}	{Noun}
farthest hill	3	w1_ambiguous	{Adv}	{Verb, Noun}
good lookout	3	w0_ambiguous	{Noun, Adv, Verb, Adj}	{Noun}
gentle rise	3	both_ambiguous	{Adj, Noun, Verb}	{Noun, Verb}
smooth enough	3	both_ambiguous	{Noun, Verb, Adv, Adj}	{Noun, Adj, Adv}
growing when	3	w0_ambiguous	{Verb, Noun}	{Adv}
commanding tone	3	both_ambiguous	{Verb, Noun, Adj}	{Verb, Noun}
hang side	3	both_ambiguous	{Verb, Noun}	{Verb, Noun, Adj}
following simple	3	both_ambiguous	{Verb, Noun, Adj}	{Adj, Verb}
smiled graciously	3	w0_ambiguous	{Adj, Verb}	{Adv}
cold skin	3	both_ambiguous	{Verb, Noun}	{Verb, Noun}
soul never	3	w0_ambiguous	{Verb, Adj, Noun}	{Adv}
got stuff	3	both_ambiguous	{Adj, Verb}	{Verb, Noun}
new addition	3	w0_ambiguous	{Adj, Adv, Verb}	{Noun}
most ravishing	3	w1_ambiguous	{Adj}	{Noun, Adj, Verb}
one bob	3	both_ambiguous	{Noun, Verb, Adj}	{Noun, Verb}
first submitted	3	both_ambiguous	{Adv, Noun, Adj}	{Adj, Verb}
tremendous old	3	w1_ambiguous	{Adj}	{Noun, Adj}
gallant company	3	both_ambiguous	{Verb, Adj, Noun}	{Noun, Verb}
innermost soul	3	w1_ambiguous	{Adj}	{Verb, Adj, Noun}
long building	3	both_ambiguous	{Adv, Adj, Noun, Prep}	{Noun, Verb}
veil came	3	w1_ambiguous	{Noun}	{Verb, Noun, Adj}
rich diet	3	both_ambiguous	{Verb, Adj}	{Noun, Verb}
slow bowler	3	w0_ambiguous	{Adj, Verb, Adv, Noun}	{Noun}
equal courtesy	3	both_ambiguous	{Verb, Adj, Noun}	{Noun, Verb}
first italian	3	both_ambiguous	{Adv, Noun, Adj}	{Noun, Adj}
pink frock	3	both_ambiguous	{Adj, Verb, Noun}	{Noun, Verb}
living link	3	both_ambiguous	{Noun, Verb}	{Verb, Noun}
much contributed	3	both_ambiguous	{Adj, Noun}	{Verb, Adj}
mamma called	3	w1_ambiguous	{Noun}	{Adj, Verb}
nearly touch	3	w1_ambiguous	{Adv}	{Adj, Noun, Verb}
furniture about	3	w1_ambiguous	{Verb}	{Adv, Prep}
one settlement	3	w0_ambiguous	{Noun, Verb, Adj}	{Noun}
desired when	3	w0_ambiguous	{Verb, Adj}	{Adv}
drinking cold	3	both_ambiguous	{Noun, Verb}	{Verb, Noun}
pleasant position	3	both_ambiguous	{Adj, Noun}	{Noun, Verb}
concrete realization	3	w0_ambiguous	{Adj, Verb, Noun}	{Noun}
slight shiver	3	both_ambiguous	{Noun, Adv, Adj, Verb}	{Verb, Noun}
telephone service	3	w0_ambiguous	{Verb, Noun}	{Noun}
lay dozing	3	both_ambiguous	{Noun, Verb, Adj}	{Noun, Verb}
however wore	3	both_ambiguous	{Prep, Adv}	{Adj, Verb}
fundamental compact	3	both_ambiguous	{Adj, Noun}	{Noun, Adj, Verb}
less gigantic	3	w0_ambiguous	{Verb, Adj, Prep, Adv, Noun}	{Adj}
men instructed	3	w1_ambiguous	{Noun}	{Adj, Verb}
evil race	3	both_ambiguous	{Noun, Adv, Adj}	{Verb, Noun}
stage then	3	both_ambiguous	{Noun, Verb}	{Adv, Prep}
warning cry	3	w0_ambiguous	{Adj, Noun, Verb}	{Verb}
small salver	3	w0_ambiguous	{Adj, Verb, Adv, Noun}	{Noun}
distinguishing one	3	both_ambiguous	{Adj, Noun, Verb}	{Noun, Verb, Adj}
huge blue	3	w1_ambiguous	{Adj}	{Verb, Adj, Noun}
perched there	3	w1_missing	{Adj, Verb}	NONE
one rejected	3	both_ambiguous	{Noun, Verb, Adj}	{Verb, Adj}
actual crime	3	w0_ambiguous	{Adj, Noun}	{Noun}
studying too	3	w0_ambiguous	{Noun, Verb}	{Adv}
justice herself	3	w1_missing	{Verb, Adj}	NONE
just wonderful	3	w0_ambiguous	{Adv, Verb, Adj, Noun}	{Adj}
steep grade	3	both_ambiguous	{Adj, Noun, Verb}	{Noun, Verb}
village made	3	w1_ambiguous	{Noun}	{Adj, Verb, Noun}
developed before	3	both_ambiguous	{Verb, Adj}	{Prep, Adv}
hemisphere turned	3	w1_ambiguous	{Noun}	{Verb, Adj}
such gay	3	w1_ambiguous	{Adj}	{Adj, Noun}
largely wasted	3	w1_ambiguous	{Adv}	{Verb, Adj}
draught would	3	both_ambiguous	{Noun, Adj, Verb}	{Adj, Verb, Noun}
still critical	3	w0_ambiguous	{Verb, Noun, Adj, Adv}	{Noun}
since rained	3	both_ambiguous	{Prep, Adv}	{Verb, Adj}
necessarily get	3	w1_ambiguous	{Adv}	{Verb, Noun}
low agitated	3	both_ambiguous	{Adv, Adj, Noun, Verb}	{Verb, Adj}
spare either	3	w1_missing	{Adj, Noun, Verb}	NONE
flower o	3	both_ambiguous	{Verb, Noun}	{Noun, Adj}
some periodical	3	w1_ambiguous	{Adj}	{Noun, Adj}
treated lightly	3	w0_ambiguous	{Verb, Adj}	{Adv}
mercy now	3	w1_ambiguous	{Noun}	{Noun, Adv, Adj}
since abolished	3	both_ambiguous	{Prep, Adv}	{Adj, Verb}
vile den	3	w1_ambiguous	{Adj}	{Verb, Noun}
varied appearance	3	w0_ambiguous	{Verb, Adj}	{Noun}
brow became	3	both_ambiguous	{Verb, Noun}	{Adj, Verb}
just east	3	both_ambiguous	{Adv, Verb, Adj, Noun}	{Verb, Adv, Noun, Adj}
ever wonder	3	w1_ambiguous	{Adv}	{Verb, Noun, Adv, Adj}
pure clear	3	w1_ambiguous	{Adj}	{Adv, Verb, Adj, Noun}
germans brought	3	w1_ambiguous	{Noun}	{Adj, Verb}
frozen crust	3	both_ambiguous	{Verb, Adj}	{Noun, Verb}
present security	3	w0_ambiguous	{Noun, Verb, Adj}	{Noun}
over nineteen	3	both_ambiguous	{Adj, Prep, Noun, Adv}	{Adj, Noun}
died left	3	both_ambiguous	{Adj, Verb}	{Verb, Adj, Noun}
down militarism	3	w0_ambiguous	{Noun, Adj, Prep, Verb, Adv}	{Noun}
wildly up	3	w1_ambiguous	{Adv}	{Adv, Prep, Noun, Adj}
divine music	3	w0_ambiguous	{Verb, Adj}	{Noun}
there completely	3	w0_missing	NONE	{Adv}
room rang	3	both_ambiguous	{Verb, Noun, Adj}	{Adj, Verb}
ancient paganism	3	w0_ambiguous	{Noun, Adj}	{Noun}
patronizing manner	3	w0_ambiguous	{Noun, Adj, Verb}	{Noun}
upward progress	3	both_ambiguous	{Adv, Adj, Noun}	{Verb, Noun}
low cloud	3	both_ambiguous	{Adv, Adj, Noun, Verb}	{Verb, Noun}
properly express	3	w1_ambiguous	{Adv}	{Adj, Noun}
maltese cross	3	w1_ambiguous	{Adj}	{Noun, Adj, Verb, Prep}
slackened until	3	w0_missing	NONE	{Prep}
scheme like	3	both_ambiguous	{Verb, Noun}	{Verb, Noun, Adj}
only correspondent	3	both_ambiguous	{Adj, Prep}	{Adj, Noun}
class where	3	both_ambiguous	{Noun, Verb}	{Noun, Adv, Prep}
john leech	3	w1_ambiguous	{Noun}	{Verb, Noun}
good expression	3	w0_ambiguous	{Noun, Adv, Verb, Adj}	{Noun}
shrank instinctively	3	w0_ambiguous	{Adj, Verb}	{Adv}
burn well	3	both_ambiguous	{Noun, Verb}	{Verb, Adj}
hither gentlemen	3	w0_ambiguous	{Adj, Adv}	{Noun}
precious liquor	3	w1_ambiguous	{Adj}	{Noun, Verb}
absolutely universal	3	w1_ambiguous	{Adv}	{Adj, Noun}
meanly clad	3	w1_missing	{Adv}	NONE
thy smiling	3	w0_missing	NONE	{Verb, Noun}
forgotten before	3	both_ambiguous	{Adj, Verb}	{Prep, Adv}
golden track	3	w1_ambiguous	{Adj}	{Noun, Verb}
paralytic old	3	both_ambiguous	{Adj, Noun}	{Noun, Adj}
language association	3	w0_ambiguous	{Noun, Verb}	{Noun}
parliament where	3	w1_ambiguous	{Noun}	{Noun, Adv, Prep}
thrusting forward	3	both_ambiguous	{Noun, Verb}	{Verb, Adv, Adj, Noun}
ugly night	3	w0_ambiguous	{Noun, Adj, Verb}	{Noun}
garden said	3	both_ambiguous	{Verb, Noun}	{Verb, Adj}
purse too	3	w0_ambiguous	{Verb, Noun}	{Adv}
wax poor	3	both_ambiguous	{Noun, Verb}	{Adj, Noun}
kindly force	3	both_ambiguous	{Noun, Adv}	{Noun, Verb}
actually dared	3	w1_ambiguous	{Adv}	{Adj, Verb}
trusting love	3	both_ambiguous	{Verb, Noun, Adj}	{Noun, Verb}
one target	3	w0_ambiguous	{Noun, Verb, Adj}	{Noun}
then hunted	3	both_ambiguous	{Adv, Prep}	{Verb, Adj}
pronounced almost	3	w0_ambiguous	{Verb, Adj}	{Adv}
totally uncovered	3	w1_ambiguous	{Adv}	{Verb, Adj}
bar over	3	w1_ambiguous	{Noun}	{Adj, Prep, Noun, Adv}
present author	3	both_ambiguous	{Noun, Verb, Adj}	{Noun, Verb}
small carefully	3	w0_ambiguous	{Adj, Verb, Adv, Noun}	{Adv}
beltane espied	3	w1_ambiguous	{Noun}	{Verb, Adj}
arrested while	3	both_ambiguous	{Verb, Adj}	{Verb, Noun, Prep}
hammer out	3	both_ambiguous	{Noun, Verb}	{Verb, Noun, Adj}
smith more	3	w1_ambiguous	{Noun}	{Verb, Noun, Adj, Adv}
take double	3	both_ambiguous	{Verb, Noun, Adj}	{Verb, Adj, Noun, Adv}
mile hence	3	w1_ambiguous	{Noun}	{Adv, Verb}
god remember	3	w0_ambiguous	{Adj, Noun, Verb}	{Verb}
retreat sounded	3	both_ambiguous	{Verb, Noun}	{Verb, Adj}
populous enough	3	w1_ambiguous	{Adj}	{Noun, Adj, Adv}
nothing attractive	3	both_ambiguous	{Adv, Noun}	{Noun, Adj}
merely very	3	w1_ambiguous	{Adv}	{Verb, Adv}
exile said	3	both_ambiguous	{Noun, Adj, Verb}	{Verb, Adj}
progress round	3	both_ambiguous	{Verb, Noun}	{Noun, Verb, Adj, Prep, Adv}
succession would	3	w1_ambiguous	{Noun}	{Adj, Verb, Noun}
can wake	3	both_ambiguous	{Noun, Verb}	{Verb, Noun}
slate roof	3	w1_ambiguous	{Verb}	{Noun, Verb}
one withal	3	both_ambiguous	{Noun, Verb, Adj}	{Adv, Prep}
